Emotion,EigenFace 1,EigenFace 2,EigenFace 3,EigenFace 4,EigenFace 5,EigenFace 6,EigenFace 7,EigenFace 8,EigenFace 9,EigenFace 10,EigenFace 11,EigenFace 12,EigenFace 13,EigenFace 14,EigenFace 15,EigenFace 16,EigenFace 17,EigenFace 18,EigenFace 19,EigenFace 20,EigenFace 21,EigenFace 22,EigenFace 23,EigenFace 24,EigenFace 25,EigenFace 26,EigenFace 27,EigenFace 28,EigenFace 29,EigenFace 30
disgust,4578.41,-3126.4,-3222.72,-628.685,-2117.98,-1292.8,-2672.76,1610.3,984.458,-1670.83,512.996,-1299.55,-439.229,-966.879,689.617,1057.5,1468.64,-38.8673,416.785,-457.589,-257.181,806.844,955.937,275.737,-950.973,-464.464,228.306,57.6703,56.823,-1134.77
disgust,5867.32,-5431.07,-1146.14,-4204.81,-2466.64,-1953.75,-932.657,218.025,262.343,680.7,-471.917,-1616.65,2131.81,-858.617,138.388,2342.61,1025.46,262.356,226.438,-428.777,-1132.51,783.161,-742.689,-657.397,-127.393,183.757,-560.747,1028.68,1191.04,1030.48
disgust,-265.277,-1418.03,-998.281,2299.23,-347.705,-3837.47,-198.885,-1824.36,1788.97,-2688.06,2396.24,-275.454,1345.07,-1307.53,1274.09,781.63,985.186,-2464.69,885.868,-1738.94,488.631,1147.63,-2054.56,-78.4803,-1031.92,1026.16,598.905,-70.0425,-271.536,567.703
disgust,-1508.92,-3200.08,742.726,1363.29,1051.28,-3441.13,449.524,325.941,-230.469,-864.357,2791.16,518.697,623.505,-12.0719,-602.965,-27.8996,3472.8,-2996.62,2199.42,655.762,337.851,1062.13,530.712,-691.187,701.14,-185.504,-648.764,1056.36,-732.013,-945.635
disgust,4288.2,-3683.6,-1206.68,-18.9536,-91.797,-590.179,1126.54,2107.02,1906.93,1624.72,2633.43,-1868.71,1347.02,-492.459,909.291,-617.892,910.641,-382.757,-283.872,-767.58,-409.92,-974.233,-177.019,753.313,-656.43,1159.14,207.612,-907.261,439.559,610.661
disgust,312.052,-1352.2,-1242.67,414.138,1191.54,-2365.13,-269.804,1716.3,1248.56,-3757.61,1064.8,910.814,-286.482,345.384,-300.942,1017,-56.7504,911.241,-218.348,-2409.66,1038,1150.1,751.465,628.663,228.382,38.8929,-758.939,-1128.03,-73.5029,-389.715
disgust,4811.5,-4662.26,-1591.28,-924.87,-3828.68,-1823.57,-9.90978,1327.19,548.433,578.419,-104.288,-538.223,610.739,-1207.07,-94.5382,401.281,1225.78,1675.43,695.064,-1039.48,-1222,534.977,-106.176,-523.555,-135.135,421.015,-760.53,399.187,1062.36,-275.468
disgust,2248.7,1965.25,96.4182,2674.5,-2041.38,-2073.62,318.442,928.153,807.021,-341.75,488.061,-112.632,1833.15,1020.45,-306.245,-1568.78,-229.171,2005.94,294.408,642.009,-591.957,1038.7,370.383,-376.31,901.657,-303.408,-1349.37,-946.011,879.974,-334.528
disgust,-937.287,-4007.85,1413.59,-3988.17,2795.64,895.746,1520.22,-1991.55,-1392.79,-356.321,-1844.53,-227.73,-1296.42,-1586.99,4514.74,-2677.46,2446.9,865.933,-1492.63,-3277.49,337.652,261.067,679.237,1292.5,-176.977,1315.41,-333.802,-524.306,681.953,-1490.28
disgust,3552.38,-5243.03,-1241.85,-5581.06,-1580.39,-2644.7,560.438,-1753.62,1335.16,2324.36,320.342,940.648,356.666,-678.442,278.101,1629.34,370.057,712.898,1700.42,-777.292,-91.3374,-2199.78,-362.022,-278.672,1098.1,584.932,866.959,609.489,679.514,1611.93
disgust,5309.03,-5753.93,-1005.72,-2107.74,-1195.49,-2417.71,692.971,917.211,1144.9,706.826,-28.3637,-492.907,-309.545,-2040.93,-98.4237,1510.7,822.043,389.77,252.14,-373.644,-473.398,-583.56,467.864,-274.363,1022.14,89.8014,231.643,633.932,248.736,318.256
disgust,4156.48,1594.93,-1450.52,-3132.22,-2167.29,1200.26,-1039.86,-2937.19,1308.78,2059.14,-402.069,-157.202,517.613,506.077,-1961.67,-1010.11,2340.95,159.286,938.515,713.554,2277.73,-1160.16,-970.845,917.586,1997.62,660.077,362.55,12.7305,-886.547,198.249
disgust,9.05548,-4000.3,-4644.37,44.1082,-2781.93,-4065.1,3453.8,1633.52,-5019.08,-2578.93,2684.86,-2711.26,-1455.46,400.314,-1977.98,-3387.33,-566.457,-53.5339,-1506.91,-1769.02,133.781,2139.35,-927.82,-393.225,815.333,-97.1749,-942.887,-79.9883,-1237.73,-622.702
disgust,4785.07,-35.6223,-2930.98,-133.028,-3903.49,926.164,874.988,-1178.23,1417.94,1699.91,987.936,-499.507,286.366,-1644.89,-556.045,-2258.48,-1174.72,1476.71,91.3997,-617.055,-597.285,520.997,294.084,-1213.39,313.19,-211.563,-1748.88,-556.533,720.854,-301.853
disgust,2933.51,-1335.54,-4502.51,-2937.92,-5098.52,1920.73,1813.99,1269.94,1300.61,-3458.82,967.752,-668.4,-1150.88,-3508.63,-111.317,1500.38,186.556,2265.54,406.663,-1569.51,932.055,-667.808,449.573,201.674,322.46,838.656,805.763,-27.1315,515.536,-1462.38
disgust,1963.85,-3013.98,-5245.32,4986.45,-2149.92,5470,3857.93,2474.51,-1256.6,-447.204,1484.99,-1588.12,-1319.95,-1444.7,1210.29,-4046.7,731.022,-455.361,2124.89,-1596.35,-2686.82,-1158.6,-1113.07,1363.5,635.687,1219.25,-808.784,-600.083,387.782,1526.35
disgust,2247.37,-134.683,-3678,-2516.68,2128.06,4188.14,-5242.01,602.806,3060.63,-2657.33,-1092.44,-1992.87,-9.19741,-1652.35,-591.273,700.778,1298.47,908.964,101.708,-1711.1,-1192.16,1229,1723.67,-1455.22,1722.49,292.124,-660.544,193.426,303.016,-484.523
disgust,1385.71,-1243.97,-2575.23,-508.806,-1241.7,-752.802,-1316.13,-1130.17,2378.32,-2532.56,2318.08,-48.2714,-430.143,-1654.9,2727.38,-2112.38,1343.98,207.406,1044.45,-1116.66,633.943,308.97,-1852.04,657.475,521.857,915.903,347.168,-163.711,-1050.62,-2521.09
disgust,2759.72,-3849.79,-2528.86,-1352.76,238.536,-2743.89,1135.57,155.492,497.475,-326.112,1548.98,475.597,237.46,-22.6381,734.648,1888.59,-322.825,-1774.19,-77.4426,-1760.2,610.047,-278.19,-1390.32,1019,-446.241,-198.189,-432.162,-880.276,-466.887,-86.2197
disgust,4177.26,1883.55,-3356.63,-3372.44,-739.685,3575.42,-2506.21,-380.774,2413.63,3272.9,1459.57,-1504.34,426.746,-1255.9,-842.916,107.522,-573.334,-1524.59,-789.298,80.7812,-1244.99,25.6794,-273.402,-130.852,188.307,-985.747,-1633.39,-386.018,-7.25405,1498.42
disgust,1839.83,939.024,-3308.06,2484.92,1081.64,-775.374,-1410.57,688.77,1429.41,-3345.42,386.136,-228.286,-1566.53,229.22,1350.32,-18.7681,-540.898,-518.076,497.881,-364.53,-60.8789,-23.4653,-1530.48,462.51,729.096,-583.714,-845.374,323.459,-268.597,671.971
disgust,5492.36,-1688.92,-2367.64,-4365.79,-3760.2,198.63,-1583.84,-979.063,645.647,3009.55,417.362,185.709,-523.335,-2220.99,-741.384,801.321,-1386.26,600.208,1010.69,-351.756,1900.72,213.674,879.837,-341.735,-245.029,-233.803,-549.356,285.454,722.202,-279.362
disgust,4946.12,1013.28,-697.112,-5212.25,-2015.97,1004.66,384.636,-3196.36,2055.73,1048.2,-647.168,-2234.78,-875.596,92.6586,-343.217,1332.98,-91.4465,-1409.79,131.504,1351.73,1152.44,1260.24,1062.09,612.81,778.384,703.598,-877.301,1333.56,-886.205,366.275
disgust,2639.64,-3089.27,-2451.96,1963.23,-3674.7,-2849.89,-1606.54,1622.19,1419.18,-155.8,581.054,-134.107,-83.3307,-1121.33,811.129,-1589.7,215.785,1316.22,163.189,-1309.91,-386.982,623.906,15.5102,-260.285,1740.08,-845.281,191.144,-601.596,-265.921,-1165.07
disgust,2905.52,437.636,-1177.07,-4576.21,3600,2553.92,-2811.18,5137.07,232.985,3136.98,-656.675,729.222,475.859,1796.05,-1809.81,255.054,-2015.75,695.099,42.9945,-722.667,-1213.28,1197.83,-1301.79,-1106.61,729.455,1899.03,162.073,-466.263,-1734.62,1339.59
disgust,3775.01,808.267,-1159.16,-721.26,-1317.28,-1020.78,583.35,-4042.02,2023.9,-1716.24,1159.43,-1650.21,793.471,478.518,-342.926,-1056.8,-1614.5,1461.48,201.008,-171.449,1497.89,452.857,-1236.46,774.033,734.29,-573.016,941.763,-1075.69,503.681,-298.454
disgust,4711.58,-1203.92,-2167.44,-2624.45,-3719.62,2042.3,-4305.55,-4155.69,-234.67,3748.79,-365.886,-873.069,-410.583,-282.305,-2057.77,1995.86,964.714,-2019.36,1667.68,-820.028,738.348,1184.76,-557.141,579.233,-1079.11,-109.749,-1387.37,-60.449,991.591,2085.13
disgust,6473.55,-255.779,-1489.65,-1705.23,-2838.69,2270.46,-2012.03,324.287,1362.92,924.43,-1804.71,-1736.45,-191.562,-1486.06,57.7348,1197.7,-538.426,-98.6073,35.7467,-728.117,-105.247,1030.53,756.017,-1423.23,-224.073,-433.557,1417.2,-218.757,-984.079,1593.06
disgust,4296.25,22.2364,-1484.37,59.8388,-3226.52,1452.31,-456.02,-1256.24,1336.99,562.113,-1682.09,806.807,-1558.5,-1613.21,51.7242,-1738.9,345.302,191.16,505.428,-766.789,1790.49,283.925,1736.75,-862.945,156.764,-702.752,-473.359,564.629,905.409,-176.734
disgust,4692.32,-3348.89,-556.571,-2069.26,-3245.52,-512.137,246.518,-4.32928,1843.06,-1853.95,770.825,-1654.32,193.563,-1714.91,1021.5,1273.22,2483.73,170.069,799.524,-508.873,-206.53,1019.08,782.224,-99.5687,-361.43,-383.286,504.91,875.312,1048.26,76.9456
disgust,2218.08,-1710.21,-1142.49,-461.966,-2914.02,-1256.96,-662.81,30.6175,2183.35,-3564.68,566.921,742.907,-1941.69,-1305.7,945.195,1602.73,1491.61,636.899,1351.22,-517.63,-189.504,1550.22,215.263,893.159,100.879,60.8983,-373.003,-240.453,-870.265,-181.342
disgust,4700.29,-416.176,-2903.58,-802.592,-1897.24,-347.96,-1383.87,-152.982,729.178,250.425,1396.97,-521.124,-227.259,-2408.44,1038.16,-283.548,-151.335,2003.5,784.362,-1579.41,-1176.89,766.74,769.95,298.219,744.473,406.359,-76.7995,530.387,253.29,-502.86
disgust,4860.04,-4502.97,908.513,-5527.8,-287.305,-2695.59,-1420.96,777.151,-365.32,-737.291,-1814.05,503.555,-1086.15,-298.917,790.822,-374.198,1328.58,1474.93,2051.91,-282.474,-2113.19,-16.3427,-442.368,1133.06,-407.398,-258.179,-315.5,1028.17,250.943,234.588
disgust,1621.08,-1789.93,3073.14,-1457.39,1330.11,-2436.65,2760.2,2875.18,-1043.93,-1526.46,1715.92,708.645,2262.89,223.175,1967.77,1350.78,331.351,431.29,-72.2101,-419.449,484.143,-1339.12,1645.76,1237.85,-103.902,-301.433,887.288,84.8795,374.724,-102.247
disgust,1949.83,-4584.7,-2369.21,591.121,-423.143,-3029.71,-466.661,-904.706,515.97,-1055.66,-352.041,1687.48,797.14,-2511.21,-1362.77,603.096,641.437,1219.56,-908.671,-2751.52,-913.054,818.983,632.944,-576.507,1139.18,778.348,20.5082,-43.1697,140.828,1387.42
disgust,4944.11,-4099.91,-747.767,-2868.23,-3066.65,-1902.84,-779.917,-331.862,253.806,1286.84,-136.673,-368.87,855.483,-1645.73,-853.144,-69.2674,812.89,234.138,446.534,686.043,-599.913,675.314,-777.687,132.773,131.963,183.632,-5.1156,55.0378,2140.39,-81.5108
disgust,5936.08,-366.521,-2518.46,-2658.07,-2644.84,1950,-1370.72,-277.543,1898.03,2062.94,-1564.15,-668.243,1223.57,-918.536,-771.211,-1006.78,33.2032,1110.56,781.199,-1131.1,1323.51,-496.015,224.404,-659.883,382.133,-299.504,-1085.43,-93.5861,-57.812,1054.37
disgust,3708.08,-2523.18,-2070.26,961.707,-2586.54,-1677.48,-1386.33,-48.7975,-384.701,-805.636,3.03662,667.777,546.516,-2132.88,-96.0034,-378.418,731.221,764.915,1758.95,198.4,-1386.9,1053.71,566.584,-242.971,368.233,1790.39,1444.98,171.517,-645.257,-268.329
disgust,4378.2,-2930.94,-2684.22,-696.825,-236.51,253.428,-1869.72,3308.71,1625.91,-1070.5,229.567,-1556.07,-19.056,-895.748,1841.54,411.686,1009.94,13.6379,1386.53,-1251.05,-476.835,-688.389,-160.262,-584.854,-234.572,1500.58,56.2138,-10.6887,24.6785,-263.709
disgust,2187.72,-266.658,-2141.95,2716.41,346.937,591.79,-190.887,792.329,2244.03,-2190.08,391.143,1100.11,94.2489,303.217,-530.83,-282.804,-522.153,2170.11,1302.79,224.863,228.048,866.858,768.884,1133.79,829.302,1014.23,-171.663,-734.933,-513.447,-70.5838
fear,711.235,-4004.54,5631.45,405.914,3748.06,651.272,-718.002,806.828,1470.08,-3072.46,2137.17,-669.271,-2372.39,-475.079,-1608.51,-329.197,1672.06,-336.218,-1092.59,-783.796,-599.96,-3509.44,-2484.43,33.7827,-2156.41,-57.8556,-1381.3,2237,-516.716,1197.25
fear,1341.5,-5448.48,4024.57,161.499,-40.442,-4387.88,-3923.94,1030.79,-1939.37,1210.29,2565.23,934.707,-814.305,1324.09,-1775.3,-2330.21,-2746.1,-155.522,-289.747,1192.74,85.5472,-747.786,2016.27,-2922.93,-1421.86,-1252.87,365.974,-1588.99,-472.592,1093.14
fear,3453.99,-6901.23,1418.38,-2404.43,-1909.11,-4611.13,-855.015,-573.952,-980.177,3008.72,-298.13,-2364.97,121.809,1060.48,1327.92,-670.22,-4684.27,-1022.55,752.449,-1484.46,-2025.87,-1222.25,-466.658,1507.27,2167.41,-1261.84,-864.947,746.669,-1037.52,747.143
fear,1426.5,-2404.61,-2705.62,883.389,4983.33,-1389.95,-1769.45,1192.74,29.0666,918.729,-1281.82,-4740.55,-1022.46,108.558,-455.577,481.088,361.697,493.964,-269.679,90.0361,-59.8578,-890.186,-47.0763,547.218,-1363.7,561.474,1766,645.246,-647.538,-801.131
fear,614.524,-5417.31,80.8943,951.949,2431.29,-4500.16,-1574.18,1884.44,-2924.11,-1144.92,410.967,805.678,-828.145,2214.14,-480.574,251.771,447.237,-371.377,-443.238,-799.382,391.014,-99.0854,98.1826,-953.219,-224.882,-2050.59,387.679,-1109.14,-79.5144,162.292
fear,3673.91,-4954.64,-4.82425,937.536,497.104,-877.59,1023.13,2541.37,158.848,1751.42,2523.92,-412.148,-508.899,-527.517,-1082.64,-372.635,846.197,-460.528,-1369.12,661.661,-2075.72,-1370.53,22.9336,1188.18,-658.354,-994.666,503.661,182.916,258.878,-422.75
fear,3585.51,-6998.31,-634.356,1625.56,839.925,538.22,330.939,1307.65,1069.12,-342.832,1228.36,193.587,739.034,-611.75,-380.611,-1320.1,1302.91,-225.735,-1703.59,1464.81,-920.3,324.191,770.252,-611.877,-764.346,293.828,1507.63,496.885,148.564,-617.58
fear,673.111,-4004.28,-220.625,-141.214,-704.198,-5812.35,-2408.38,229.846,-2954.32,-1574.22,-1014.41,-1500.51,-1835.89,522.821,304.845,-243.675,983.45,-605.174,299.929,-689.382,-875.975,212.557,-879.482,174.839,232.842,-1735.85,-697.838,-961.614,-154.36,968.579
fear,1327.54,-2350.32,1599.13,-7370.34,2974.73,-2039.69,1043.73,3588.56,75.1725,2896.97,-1447.56,2072.5,-2148.92,2107.91,1878.55,402.681,-1886.68,546.325,-237.844,509.674,-252.267,405.747,-1660.68,381.214,-805.318,1839.61,-615.379,-423.794,-995.266,-222.105
fear,5088.54,-7241.42,1030.2,-2291.83,-358.831,-3998.42,-475.601,1821.28,-1437.45,417.494,1885.08,-1330.01,657.074,1086.78,-169.774,243.601,793.68,566.462,50.2919,-2.79528,-777.893,-847.251,384.776,121.875,-700.158,-1033.7,-581.57,630.765,507.088,557.917
fear,1769.74,-806.889,-699.103,-1129.62,-1191.72,-1667.6,1435.52,1331.04,-274.782,1446.97,-3078.1,1782.04,1275.42,-246.977,-1534.82,1304.76,768.004,1269.44,-534.96,-1062.77,1382.07,57.8501,-131.502,-298.292,-1121.96,-214.538,350.456,343.773,494.192,-500.336
fear,1674.91,-5538.66,-4528.41,2446.82,2602.15,762.423,3142.09,1243.47,-2181.89,-3829.59,-243.286,-3421.7,-521.055,64.8905,-1776.7,-1990.85,406.018,-1022.69,-2333.4,-776.586,-383.165,1446.24,-1205.28,-288.374,-376.473,404.889,-1073.21,1380.85,-1290.31,805.849
fear,1254.7,-3409.97,-3372.26,473.533,525.721,-72.5214,2182.51,2210.95,2002.29,1914.92,-2378.6,77.2327,-1462.88,-1806.6,-1049.52,1952.63,-476.35,-376.573,-654.796,1613.17,1104.13,-1037.68,-1246.77,-811.51,-729.386,-426.919,1557.96,-1396.14,873.103,-1291.2
fear,2443.31,-2958.46,-2243.42,-2984.14,5375.61,-238.112,-1530.7,4107.58,-572.706,2844.28,2314.13,-466.581,887.34,488.476,-567.178,-1242.33,-587.6,-551.36,-1607.5,1700.78,142.69,1381.68,-578.424,279.254,958.902,2075.24,1402.05,1832.51,-1294.89,-100.495
fear,1497.58,-5468.31,-1010.34,3021.96,4294.58,-1988.31,-1431.57,2141.9,-2374.5,315.38,1730.59,-1003.32,679.232,-468.311,-730.28,-1514.61,1028.2,644.711,-1891.74,-401.58,250.761,1669.78,1605.66,-1375.55,820.209,-1157.57,218.173,-532.972,-1055.65,-280.368
fear,-2221.27,-2565.97,3169.79,-1173.04,6256.22,187.245,-1875.2,3640.68,-1102,-1547.12,-1328.9,1174.11,-1524.53,961.991,-643.967,909.471,-303.602,1390.63,-1316.18,1940,864.225,587.826,1954.79,342.216,884.4,2111.68,-322.262,89.7098,1077.38,-856.442
fear,-816.153,-4318.77,-82.9929,-1011.04,4643.45,-4639.31,-1745.09,209.68,-2353.53,-868.841,-58.428,-2063.67,-2624.22,977.351,-2138.59,-1239.88,1784.08,1320.28,-2145.47,199.011,-664.746,682.751,1904.85,605.137,-39.3308,-1689.83,-1295.94,87.0204,726.405,487.095
fear,515.195,-4183.82,4274.6,-2595.78,4216.57,-1126.75,3423.77,1373.41,-996.66,-141.445,-567.308,-449.385,1908.38,254.951,1596.99,1367.6,-272.914,164.034,-970.623,-188.774,1516.91,-709.223,1427.43,2137.53,381.637,-962.794,1149.94,1454.36,1104.03,48.5361
fear,2991.74,-6031.02,386.895,2150.81,3830.86,-642.414,-1744.25,3216.05,-2775.64,-1028.38,412.779,-812.09,1927.61,-272.805,-131.139,-1164.38,53.1053,-335.132,-186.165,916.138,612.822,951.357,2302.18,902.164,20.371,-936.145,268.359,-685.623,-341.209,84.5389
fear,2339.49,-658.941,-2578.53,429.694,2027.28,361.453,1280.1,644.876,2541.19,-1022.69,-37.0575,1360.62,-323.427,276.127,-867.318,2341.32,-972.733,-20.1356,-2119.33,297.578,-283.28,-462.364,389.54,581.765,85.022,1725.44,58.0582,464.665,-792.974,-600.548
fear,2355.17,-4298.86,6028.6,1073.35,-4011.33,-1476.26,1011.12,-549.872,-854.031,648.416,382.308,50.6081,759.198,721.933,2038.14,1528.94,4.29013,-333.438,-2707.29,354.86,313.872,-467.435,-307.613,644.269,-1373.91,-144.765,1644.42,-48.7151,-148.046,594.016
fear,-1916.38,-1529.96,10524,3672.56,-202.181,1111.82,-664.205,-24.5798,1308.27,201,-1963.03,433.905,546.408,-554.216,-3820.36,-702.498,541.183,-716.175,-462.804,-1680.75,-413.13,1526.46,147.242,341.278,-1392.66,763.901,770.738,-908.374,-193.588,-255.147
fear,-2898.12,446.456,9465.27,3402.87,3010.24,-196.673,-3595.36,-1724.04,1643.25,-833.695,345.096,-2825.92,-298.883,-969.026,-1952.22,-708.966,-1367.26,257.71,-715.026,-1341.88,-3689.37,236.891,17.3313,-1865.68,-3227.38,-91.0454,-206.27,-1033.28,1636.77,-772.725
fear,-2930.91,-1308.53,12093.2,1908.11,3321.26,34.3986,-5102.25,-419.873,-1032.44,-331.3,2895.39,-4648.49,-961.502,-1737.24,-1638.32,498.487,-1136.65,-317.571,1215.69,1899.83,-109.701,1465.93,1142.55,1051.08,-287.86,-900.361,521.558,789.868,-118.469,507.557
fear,9.92577,-3459.46,-1891.38,2925.7,5871.65,33.9013,-348.04,2270.04,-128.677,-1404.82,724.008,862.447,39.0871,335.681,-290.466,936.992,1094.78,-329.154,-848.21,883.604,60.4695,-57.1663,763.022,-577.024,675.678,796.734,611.692,293.929,998.122,-496.326
happy,-2080.96,-4316.56,3810.82,4420.23,4531.7,330.772,-4590.35,-1530.32,526.959,479.753,782.525,989.875,650.714,-5286.55,-1420.37,-2315.04,-1440.92,-1749.36,858.747,644.661,1055.73,-3244.45,-1031.79,131.107,1367.55,-1066.01,-544.552,-1892.74,-187.303,-2378.34
happy,3617.12,-1753.29,5395.05,3035.45,537.024,3922.09,267.957,-2111.72,2153.62,-2719.21,72.8436,884.695,-1406.71,-24.5705,-1061.58,-956.825,410.562,647.448,1027.99,1465.71,1542.61,-684.183,-1556.19,-990.733,-862.091,-49.3353,-2022.24,407.953,-525.742,936.461
happy,4443.81,-2209.95,2696.39,5470.89,-2900.37,1861.16,843.666,-2455.96,-718.061,1021.82,-741.642,1018.65,-1072.1,342.601,2272.98,-278.422,699.039,518.676,-1018.57,-389.19,856.769,999.986,-634.31,363.075,-298.803,-164.484,201.414,-48.7705,-88.4971,600.741
happy,6476.39,-3394.03,532.774,2244.26,535.599,3241.74,-901.383,-764.305,-2310.89,248.242,-1277.22,689.289,-208.324,-18.6224,2310.02,148.637,-242.738,-674.276,-1230.48,309.527,506.163,673.37,-861.585,1410.98,-762.347,-9.91019,1168.41,1500.71,617.51,128.661
happy,3579.73,-6454.16,3733.5,-1821.25,-1290.22,-2850.82,-2568.68,1752.43,-1172.15,1206.19,668.957,103.331,881.669,-943.751,-444.631,-1839.35,-1218.37,-1622.09,2234.5,2112.46,817.632,-743.012,1531.37,-965.028,-1702.29,-1073,755.847,-232.176,310.477,-131.156
happy,4615.63,-6143.7,-1854.87,1945.58,-959.294,3139.3,2736.58,-994.102,-5042.64,-2308.21,-3219.21,-1432.73,-145.45,-281.695,-2129.33,-1348.44,187.17,-334.13,-1743.5,909.383,-1054.52,-894.973,-1310.48,-1251.64,-62.9126,-1352.56,-682.297,393.756,-441.99,2291.08
happy,5275.63,-6471.17,-744.864,1223.65,-673.728,2124.51,1477.13,945.77,-1381.54,1277.6,488.431,1194.82,-186.565,-2429.93,-1037.92,-2305.87,-455.55,-950.276,-424.812,2337.73,718.39,-693.549,-2427.27,1311.5,-289.747,401.728,662.064,-753.013,1376.3,424.886
happy,-104.434,801.312,1186.72,4515.21,1712.66,2847.1,3865.35,-3518.28,-858.428,-666.447,-930.116,-148.368,-2484.27,673.646,-2177.12,2775.55,-594.611,583.793,732.218,410.49,-1271.92,1596.79,-796.581,-2656.05,-224.999,-1186.06,1237.37,-879.147,140.01,5.62837
happy,338.847,-4330.27,2752.76,-1591.01,3641.53,678.649,4157.62,-2780.56,923.077,-3316.37,1640.87,1672.57,785.817,1493.49,-382.673,-140.888,-1408.14,1454.78,834.634,280.582,-1602.83,-1709.26,-313.163,-207.532,62.5126,-179.904,-1256.31,756.948,331.581,85.2463
happy,3287,-1821.82,2306.77,5046.34,-303.549,3935.68,2648.95,1863.1,131.687,160.76,2277.43,1727.46,593.636,-421.579,-915.517,-240.945,-348.999,1674.82,703.647,1379.29,426.567,1439.61,-881.734,1118.93,-334.473,-196.931,-2391.75,-1148.05,1821.07,-646.661
happy,1548.65,-604.433,-2167.37,4176.59,4565.71,-15.4735,-1199.09,1179.64,-125.2,307.462,937.448,-476,-778.18,1084.8,440.075,333.211,-747.768,-2304.4,1498.37,1105.94,-609.496,448.149,-49.1234,1193.52,-1030.07,964.332,-96.0052,1633.46,206.117,-1124.2
happy,361.851,-4003,473.458,4372.09,4074.4,321.875,2090.41,-1015.3,-1189.24,-375.188,656.881,1535.21,379.456,-1574.68,386.512,2450.1,484.951,762.058,837.549,1726.28,251.64,1570.58,688.841,-73.0183,-70.5789,-549.912,-1196.91,1249.46,1149.43,-688.354
happy,877.396,-1612.65,-2637.13,2049.14,3252.04,-168.899,92.9124,-1633.14,2062.96,-2736.38,821.592,1592.02,772.1,653.435,887.523,-1172.13,-1601.34,-774.11,1562.27,-494.477,1618.61,-709.222,-1964.8,1327.37,1546.22,927.068,-1290.5,405.25,-936.684,193.693
happy,721.088,-1016.56,1335.44,5990.31,3945.27,1747.69,1624.39,-186.499,886.643,1267.57,1625.61,-109.514,1776.54,-551.349,1503.78,2288.87,109.365,-976.261,2664.11,1414.82,158.807,277.951,908.557,732.483,43.8123,-1223.71,-635.884,1271.2,434.078,-1718.18
happy,1683.98,-1388.77,-1623.13,3771.77,2808.27,-779.855,536.413,-1726.51,-2560.75,1088.84,-481.76,932.098,-269.528,-626.545,378.084,-219.844,323.522,1878.49,-553.518,94.3508,875.699,1230.62,-1350.2,-406.548,-90.1645,788.12,597.538,-520.888,-713.807,843.561
happy,1698.66,-370.243,-1716.62,5765.63,1514.96,778.611,-434.941,-3364.8,-1093.96,940.451,-1614.19,1076.36,-525.766,1163.74,926.513,-1070.09,-449.532,777.408,-261.716,333.655,354.762,-580.186,-298.262,-1343.13,245.161,592.118,-547.645,193.43,-292.009,1340.72
happy,2498.44,-1501.6,799.655,2932.47,1546.8,889.992,3663.36,-2189.21,688.716,2396.71,1946.95,389.087,248.859,769.905,448.445,2530.52,339.592,1751.39,-1071.1,-406.623,810.681,1439,-611.226,-391.053,-476.326,12.664,-321.795,-342.701,88.2609,-887.796
happy,2869.74,-4177.39,1211.67,870.045,2806.87,2230.36,4164.93,-290.871,806.424,1422.41,562.001,1114.28,1328.13,254.119,-1746.4,-352.806,734.422,23.9325,907.144,-1214.44,-382.237,2044.09,633.686,-271.001,865.793,-1069.84,910.722,-608.54,-742.635,-1010.76
happy,3997.12,-749.589,-644.27,1265.1,-1432.07,613.911,-3557.36,-2228.95,-1763.62,-2579.05,-3884.63,690.471,25.7033,1233.18,167.184,1784.68,-1005.87,-332.027,255.344,97.8404,-388.006,1115,-1341.46,680.433,1215.12,-1996.71,-84.0125,1356.01,-887.286,-2801.62
happy,3247.7,353.269,-1882.27,3647.41,2485.66,518.375,-1405.38,-476.851,-1821.27,-1325.08,-2837.84,-82.3687,946.418,1226.21,1585.85,892.383,-931.528,-326.677,701.413,-955.626,786.311,-1304.6,-1759.47,215.268,152.468,-1456.54,-366.44,260.858,-475.562,167.846
happy,2905.64,-3190.41,-1527.42,1357.79,1688,171.338,2145.13,1210.48,922.321,259.438,3309.66,1309.64,-964.931,-838.983,-147.893,819.278,-882.698,45.8828,-819.12,1193.16,-425.527,705.497,-1842.06,-3.55494,-1114.08,446.206,-1472.29,-177.501,-301.584,-50.8412
happy,3458.02,-2383.35,2023.96,-6184.92,2765.29,1063.57,-309.205,3202.54,-836.552,-195.47,-1991.54,1792.89,-1692.44,2579.32,2787.87,1716.48,-2043.93,878.967,1070.55,1403.22,-1280.04,-1217.91,504.69,-960.735,133.874,537.239,1404.48,-894.865,349.418,791.711
happy,2125.38,-1913.41,172.997,-3381.55,1546.72,844.028,3437.52,-2217.02,57.45,-1175.06,-798.658,2455.23,-2433.3,598.958,686.786,-756.089,-650.345,950.169,-118.732,691.215,-592.676,-329.953,438.736,-523.716,-130.214,77.0267,-31.3115,-156.393,-187.506,93.6681
happy,2732.48,-693.598,-2097.01,4611.37,1701.7,285.182,-460.658,-1077.23,337.67,-1448,-2020.14,255.569,44.8153,855.031,510.651,1569.49,-765.352,-532.742,-687.987,-68.4475,-498.979,203.658,-382.862,38.9566,-1463.83,277.536,262.805,97.3404,39.1293,824.178
