Emotion,EigenFace 1,EigenFace 2,EigenFace 3,EigenFace 4,EigenFace 5,EigenFace 6,EigenFace 7,EigenFace 8,EigenFace 9,EigenFace 10,EigenFace 11,EigenFace 12,EigenFace 13,EigenFace 14,EigenFace 15,EigenFace 16,EigenFace 17,EigenFace 18,EigenFace 19,EigenFace 20,EigenFace 21,EigenFace 22,EigenFace 23,EigenFace 24,EigenFace 25,EigenFace 26,EigenFace 27,EigenFace 28,EigenFace 29,EigenFace 30
neutral,666.28,3622.82,-486.409,2001.73,-22.2039,-2648.71,-833.658,571.387,-808.521,-1491.2,-1879.1,1306.61,769.714,977.578,-756.576,-1254.28,-24.3824,-270.822,1149.84,760.509,111.779,353.141,-269.885,839.501,1452.21,72.7194,-459.44,460.331,412.142,-131.674
neutral,3670.46,3156.66,-2073.25,-600.729,531.439,859.193,-735.621,2034.45,1535,-1027.57,-1288.85,560.389,1035.61,454.044,-268.703,-999.77,-1252.77,-1205.12,289.849,1353.93,889.476,14.2997,-372.988,994.97,-351.83,-75.4017,1304.42,-345.874,815.301,-326.862
neutral,168.897,288.463,2078.04,-2048.47,1222.15,-1539.33,2701.92,1735.64,2004.77,-1223.72,-2691.59,535.586,-1198.91,1133.08,286.527,2087.24,-24.2447,-1167.67,707.798,-1147.13,1682.35,-1474.43,-223.229,96.426,-128.982,-1466.31,616.307,-1291.29,27.9262,1238.42
neutral,2101.16,3908.81,-2220.36,436.996,18.4834,-82.9645,-882.312,-440.295,890.518,-124.705,384.165,448.564,747.541,1485.31,-1817.89,-509.554,39.7828,438.276,1307.34,552.961,-558.181,604.031,983.856,1143.76,-395.148,1098.33,759.474,4.59647,112.25,-347.521
neutral,467.787,3037.57,-2827.04,1612.92,2001.75,-1913.82,-1108.37,-203.553,-1523.77,777.55,1576.69,1293.89,-493.948,-259.573,-1278.81,-521.623,402.077,983.018,-670.303,-255.028,-377.012,478.214,-890.461,-869.871,-83.284,407.448,1144.12,403.541,219.878,250.259
neutral,-2252.39,2929.69,2886.39,-8678.46,6430.13,4103.52,-145.726,-377.201,370.636,548.888,-36.4979,-751.006,-355.497,-508.331,626.092,-440.321,1689.55,-1287.63,244.548,-758.13,-522.045,1331.24,-768.525,405.123,75.5364,-411.891,-761.113,-1158.05,-1393.46,115.692
neutral,2317.42,1644.95,1011.31,-2874.08,-1525.31,-2512.83,741.035,-4127.08,3218.26,-269.136,1432.93,-654.856,443.442,226.446,-2421.36,-508.685,-2625.6,-694.698,-353.772,-605.305,-1050.62,923.227,171.536,-618.408,-85.0596,1289.38,573.01,1087.5,-324.501,620.446
neutral,1974.8,1599.59,-2248.7,-1189.55,350.57,-860.331,1258.87,2134.78,2290.91,232.382,-1283.49,1988.7,-125.714,-68.7623,-1695.48,921.351,-1508.42,-827.632,-928.394,254.9,295.682,182.707,379.353,409.367,64.3572,745.179,861.342,-10.666,-904.365,-27.9084
neutral,-348.495,3666.13,-2768.25,232.163,421.832,-2515.16,1010,-973.754,1228.46,2824.9,1211.33,637.527,-1443.16,-1111.59,-449.081,103.391,-773.598,-716.943,-507.024,-305.099,-844.536,742.301,-223.81,-1255.45,-246.324,33.2807,-598.705,532.555,-811.243,-167.64
neutral,-5129.35,-1162.57,1847.2,-3998.96,2826.85,-645.179,2871.46,-3086.22,2665.87,-34.7923,-947.24,2719.62,-1303.79,-1544.86,-77.9056,-1447.99,1527.86,-820.693,376.22,700.559,598.664,203.44,-12.884,-314.229,1510.53,43.0546,729.766,321.054,-390.181,-744.673
neutral,399.815,1385.81,-2137.48,343.357,3245.46,-750.621,1065.21,2310.32,2058.77,292.986,-727.591,1530.38,-45.0754,-744.837,-1440.33,-384.756,-2039.17,-146.414,-922.951,-41.7553,1611.95,-80.3866,1132.71,-990.56,272.187,181.137,700.081,96.426,-25.6625,458.72
neutral,-4876.17,-2148.95,2638.93,-2163.13,2478.03,-4455.55,582.104,-3301.82,3863.09,-1727.11,-1788.79,-1724.34,-690.402,-427.525,483.622,-779.007,-1805.07,373.515,1695.33,23.0271,1510.17,512.469,595.674,-81.7229,-1126.89,-510.548,574.402,-295.329,713.7,-1802.41
neutral,1446.84,2332.3,-3473.5,108.718,-671.677,-1549.03,488.187,1533.46,2191.23,703.873,963.93,1394.8,279.979,521.278,-510.04,-593.703,-793.586,-1091.03,307.892,468.871,-801.26,688.264,271.339,593.821,444.018,585.219,-187.712,-1343.04,66.3467,-875.701
neutral,438.714,622.434,-2620.04,1188.08,2330.93,-1396.89,1180.4,2862.19,2211.1,536.031,-1958.17,300.182,-893.419,-426.266,-865.596,501.058,-210,299.757,-778.291,-1563.87,1300.29,-695.347,287.632,-1247.68,-1095.34,-234.735,197.145,121.104,512.432,-196.085
neutral,140.753,3775.36,-2562.86,849.796,87.5546,-1090.85,-785.42,1819,1623.68,-1384.82,-339.583,1666.67,-129.587,73.991,-56.5235,-404.347,385.697,-1365,-636.247,216.503,-288.171,511.984,699.708,-471.04,-190.237,-193.212,-552.845,245.116,381.903,-44.6553
neutral,1260.93,812.058,-696.672,-1440.61,1442.82,-103.634,1133.94,-707.394,119.662,66.179,-2674.72,2563.97,-1904.82,-1068.87,-741.809,-1204.62,488.734,-1496.84,1513.74,-546.083,-159.164,69.3756,1733.3,-1706.13,-1064.98,-73.1094,1369.24,-20.0117,-1215.22,152.171
neutral,-2207.81,3586.26,-1125.1,2413.94,430.545,-2698.75,541.06,-873.642,2519.75,2603.18,1021.42,-350.071,248.596,-108.095,-727.786,-196.902,-65.9545,147.178,-321.151,73.8358,-203.991,750.738,-1330.12,-1178.97,164.994,-1047.86,-368.166,721.522,927.959,-535.141
neutral,376.846,3667.63,-1052.34,-1592.45,516.493,-2388.81,423.35,-2781.23,-795.182,-48.2478,375.415,957.374,-1247.66,687.293,-431.663,-88.0506,680.431,-1808.28,991.241,309.331,-194.778,340.41,-957.774,-894.342,-728.007,-227.385,45.7316,-1700.06,-516.65,31.1166
neutral,-2122.67,3841.14,-5548.12,-1699.58,4554.04,-1016.7,-2780.99,-847.832,1963.35,339.341,597.695,-847.676,1343.98,624.827,585.633,60.2405,211.099,-1283.59,247.318,-546.165,97.5872,-222.156,341.391,-803.192,114.331,43.7682,-119.992,685.096,1108.04,-296.173
neutral,-181.299,2337.06,8114.45,3080.15,-2686.46,-2161.35,1164.02,-305.735,12.1289,1672.24,-2115.41,192.239,700.405,1507.36,784.036,-24.747,-1371.94,101.194,-1300.49,344.449,905.948,212.041,1011.37,195.485,1213.84,473.639,-744.855,1294.1,-958.55,93.6271
neutral,-991.048,2095.06,10081.9,2453.07,-1894.35,-363.142,104.324,577.124,448.328,1246.59,-1647.45,803.264,149.758,-981.23,-2409.75,2339.85,-471.58,-733.432,970.271,-1712.19,-1568.06,1626.46,-162.066,861.479,1175.67,1288.41,470.653,269.981,-572.92,911.163
neutral,2799,66.1145,8222.7,1766.09,-4223.82,1562.91,-237.141,1768.3,218.801,-352.466,-2592.16,801.948,869.41,-430.736,319.671,-721.312,-124.609,-867.402,-930.886,351.431,-216.532,-827.498,1944.74,19.8052,1121.2,-687.701,-57.3585,-606.774,-1259.28,-516.847
neutral,-2290.7,2253.65,9684.4,4693.17,2394.92,-1340.46,-1216.44,-1130.59,2307.61,-293.094,-19.2876,-2934.63,-61.4966,-253.74,-1365.68,218.671,-2900.17,1559.44,825.059,-752.252,-516.978,-599.705,36.301,-110.217,-747.85,-199.357,311.769,-378.533,64.4759,-610.633
neutral,1360.08,3852.51,9715.51,2537.01,-241.348,1200.14,-531.545,1218.15,-343.657,1153.66,-1056.99,119.962,-225.735,-943.059,-2608.17,839.592,-407.537,-404.02,1471.73,-1242.41,-604.777,-807.995,-738.936,1972.06,970.461,1036.08,1778.03,-369.101,-277.473,87.7887
neutral,-3195.85,-1928.55,9875.1,4073.21,-1526.66,165.13,-1514.85,969.179,-418.858,515.718,-3039.37,-1762.99,-1964.82,-823.797,2370.98,1772.54,2161.95,-578.418,-1813.04,-365.988,-53.7196,885.228,1914.91,382.529,2499.16,1559.13,-1121.37,-1059.9,-510.579,-552.687
neutral,33.1386,5021.75,-1269.59,-1235.22,2444.75,-367.955,-201.406,812.667,-352.288,358.448,1025.55,1171.53,281.481,-962.2,-447.885,1146.34,1054.34,-463.067,1443.47,655.633,-231.312,242.506,-107.399,-323.951,-29.3937,136.921,-147.938,-380.176,-256.354,184.402
anger,2641.61,1810.22,4843.1,-2895.85,-662.106,-2143.65,-1662.45,-2074.56,-940.018,96.3574,1284.11,-169.409,1145.9,-2302.75,-3558.45,-111.321,-1633.24,1654.84,-3106.93,-513.062,511.139,-2116.96,355.81,1454.75,-333.513,674.294,-689.168,1020.48,-340.413,-1613.58
anger,2606.72,1826.55,5681.08,-2142.39,-2246.01,508.683,313.519,1205.92,3290.93,-3495.4,-867.9,-923.599,-1228.17,401.034,615.163,-1591.87,537.429,483.584,372.704,1830.27,1892.69,-363.8,-716.89,-612.517,-1218.04,164.517,317.264,1169.38,-1063.3,628.533
anger,461.511,637.97,3374.01,6216.67,-2375.51,-1948.49,1204.86,1041.91,842.271,424.792,-310.821,284.789,-814.631,193.652,3273.8,-1464.32,86.8505,233.119,-700.628,-701.843,738.932,296.034,-25.3251,-749.283,1213.35,-645.677,436.12,-438.364,-335.889,237.36
anger,-163.595,3383.61,1099.68,-837.556,-1129.1,-2841.31,1313.07,-363.75,432.868,-1336.38,-652.221,-466.241,1296.39,195.065,1077.01,477.933,2220.86,-693.99,-2451.97,1201.15,-800.848,206.077,-453.173,-106.689,-750.588,861.919,-560.699,741.16,112.018,191.672
anger,6323.69,-1129.23,-1171.82,-2962.84,-3983.28,2540.03,-2096.41,554.754,2342.19,2408.41,-1671.34,-1862.67,-2740.1,73.789,1873.53,775.026,-1768.29,73.2213,-868.753,267.084,1184.68,860.243,609.888,-413.351,498.361,169.947,1733.94,654.735,-943.869,-457.361
anger,4213.09,2011.4,2754.73,-2272.89,-6817.83,1550.22,3186.19,-1179.69,-1276.84,40.0444,-667.161,-1504.88,-2892.41,2929.17,753.705,-1024.18,868.662,-251.558,2041.65,2929.57,378.43,341.107,820.444,-1168.2,-1028.13,-665.545,-155.763,15.5902,1005.31,-446.978
anger,2004.65,-1758.41,2288.37,-3316.5,-3351.95,-2626.95,817.841,-104.647,1596.45,-634.609,-1669.78,794.165,-153.948,1757.74,-326.684,228.274,792.265,2105.46,-641.95,333.235,80.3833,-602.683,-1276.84,115.538,-359.042,684.683,291.413,490.978,-211.485,-662.148
anger,3541.84,2075.91,2776.64,-765.702,-3036.54,-1948.11,-741.643,1487.56,-9.1224,-425.735,-243.001,-1388.37,2726.8,2355.93,186.482,-1406.21,959.939,-173.862,278.474,1871.14,-847.363,-333.287,-975.839,-971.313,-1099.2,593.406,-905.273,-87.6348,-205.503,-920.772
anger,1376.01,-1561.79,-1107.4,-1872.12,-4673.22,-3485.6,3455.11,3267.01,-952.776,-4047.57,2032.11,-1330.17,503.209,-575.44,-76.4308,373.751,1316.81,1482.74,-1151.22,149.599,865.565,-432.598,659.058,-781.531,-722.331,264.704,758.857,-135.308,-815.125,935.736
anger,-5248.78,959.376,1342.37,7241.25,1793.95,-1451.13,1682.29,-329.428,-1142.83,-279.734,336.059,-2214.91,-102.255,-836.575,438.98,-625.592,3410.63,575.465,1662.86,1408.72,634.55,331.761,-408.031,361.168,1483.18,-2056.2,2230.76,-339.783,-580.979,801.176
anger,-531.448,-837.376,3913.4,-4405,-224.298,-714.085,3563.98,-414.45,1754.36,-3609.73,-583.471,1315.4,881.796,1699.21,-650.877,-1263.64,866.428,1662.3,1221.89,-119.238,-1212.61,-2408.02,394.588,337.743,-97.4847,-164.814,1279.71,1127.73,420.69,-351.167
anger,2454.82,3815.39,5882.28,4187.41,-1701.07,868.073,-1065.62,1928.88,-1252.71,238.288,-381.861,1132.55,-1079.83,-386.665,1971.95,-1328.84,549.307,-905.29,-464.275,502.566,-814.654,-458.785,148.815,143.751,595.622,502.957,481.961,798.378,772.548,447.188
anger,4640.16,-310.363,-3429.44,-123.721,-896.532,-308.888,-2380.41,1550.94,1791.71,-1459.66,301.885,-3018.47,37.3077,2093,1617.61,651.536,524.38,836.177,49.8355,-35.8134,756.49,-1749.53,754.207,27.8277,-931.694,-337.723,1404.24,-273.451,-976.084,-708.074
anger,2763.84,4582.84,816.421,359.598,-1447.17,-13.0036,1245.92,1485.89,1579.65,1283.15,340.729,228.83,435.341,1110.25,-1080.54,-787.164,199.606,-1013.27,-1163.9,514.599,-1563.85,-191.189,1169.03,412.739,341.853,-723.076,-235.98,-595.657,-419.985,287.329
anger,2707.26,3988.34,-883.521,1356.95,-2099.73,-1170.26,-597.028,-273.38,676.828,75.321,1939.33,218.182,-1449.75,2305.25,1138.52,-715.716,321.945,-750.526,-587.675,1598.06,-1814.36,-991.55,-574.068,-620.487,826.921,-954.317,590.748,6.32001,644.799,-648.626
anger,2566.15,1662.21,286.821,-7048.67,561.712,-280.706,1686.91,-1643.44,-751.997,-772.044,2392.98,-202.684,-2671.74,47.1641,1226.42,-1386.63,451.218,108.743,88.4413,758.219,-1548.2,487.334,577.042,-955.422,-627.954,-349.357,-344.566,-49.9294,-447.77,-550.875
anger,2356.36,1598.66,-2348.87,2004.21,-860.874,-1736.74,-1540.47,1507.23,-15.5572,-1092.28,-1309.1,671.26,1246.9,1269.37,252.333,-554.342,754.523,-76.5202,-1629.02,-316.608,-999.005,279.003,-588.156,-553.655,-1511.51,154.376,33.9288,739.347,-53.1723,-294.844
anger,5309.15,2512.2,-134.827,-2566.4,-1136.01,1275.74,766.404,247.377,1568.82,2020.24,594.088,-2525.56,2024.17,1642.13,-615.444,-561.006,616.546,-641.928,-893.372,1505.61,-722.44,-238.662,-720.172,10.1696,61.5793,677.313,-144.666,-1066.6,-56.9701,1310.67
anger,5053.74,1337.49,-1231.41,-1539.95,-1925.73,1530.89,1418.59,-661.576,1424.52,1226.8,1703.66,-700.054,-2014.72,956.802,1106.41,-312.352,248.52,-477.135,-1018.07,1358.21,2507.41,6.85137,267.889,488.276,-926.512,-869.721,182.402,-674.826,-353.114,-600.007
anger,2248.75,3825.21,-251.333,1083.3,-1332.76,49.1137,2302.67,280.352,2458.15,662.493,2190.27,-159.239,-881.017,701.636,120.603,-444.883,-139.082,171.495,-423.519,1481.84,-918.324,470.826,402.607,123.02,38.6561,-783.873,125.672,-927.418,159.753,235.945
anger,2529.58,4900.83,-2371.23,-1374.65,-5243.56,359.928,2081.86,1639.5,-724.038,-3815.2,1763.98,-978.305,-283.524,-969.11,-868.701,-1637.11,-464.553,1379.67,-732.213,1054.63,-501.765,666.323,-538.365,103.382,873.419,943.382,92.014,488.788,1094.34,-1055.4
anger,2094.4,4608.28,-3119.64,-2875.82,3396.95,3761.76,-4701.44,124.652,1419.78,-1087.42,2947.43,-525.913,1440.41,-983.966,364.449,629.258,-25.6702,-1263.73,-292.374,-684.946,-644.556,324.675,129.327,-41.4858,172.331,-691.299,520.793,-1384.52,740.752,-51.468
anger,2322.73,5351.94,-4448.58,560.439,-1276.68,-643.115,-898.01,677.557,-3104.89,-1732.24,1256.46,-783.472,-365.636,1526.22,99.0947,-2280.66,-1299.24,1269.42,1059.11,-1345.75,-111.87,-29.5892,-333.126,363.689,-1015.38,1505.49,896.616,601.783,2108.46,-5.93139
anger,1004.57,1553.66,-1861.83,-2122.74,363.487,-3499.68,2027.04,-1136.29,1535.2,299.861,-418.419,214.2,478.586,971.107,-431.26,478.276,-1636.71,-1676.59,-1330.29,-57.0758,-218.796,580.461,-581.136,285.273,-367.812,116.776,201.191,70.6464,281.628,161.763
anger,-1053.68,2394.68,-1834.27,1638.55,1735.45,-2763.87,557.234,-32.2645,755.461,-820.733,-1562.83,1062.79,-292.468,219.646,866.984,266.302,-895.935,264.35,-1209.44,-109.195,1349.9,-420.604,-592.918,-861.756,1273.79,-796.461,537.77,-1040.97,540.302,1055.53
anger,3987.54,844.514,-854.367,1367.29,-1351.16,744.089,575.391,2127.05,3083.01,-27.3108,111.093,-1445.59,1307.68,2106.4,952.157,-993.818,699.477,-238.657,-325.356,326.851,-618.183,-1985.47,1677.23,438.905,-507.63,-473.022,1124.18,-1568.81,-248.868,-158.401
anger,4764.48,1580.36,-199.99,-2212.96,-4328.91,1170.3,-375.834,-1700.26,1586.66,-204.837,-600.745,-1180.03,388.715,66.3368,-496.552,1043.38,1841.25,207.545,-307.239,542.903,613.518,1131.81,1302.63,-1606.32,-328.46,-178.884,1590.86,416.336,79.1134,645.412
anger,329.895,2245.31,180.72,1964.59,-1634.67,-2758.61,-996.455,413.861,1320.28,-3287.3,-1240.39,-606.401,605.563,1789.38,-35.3534,939.138,782.88,136.329,-1133.48,223.622,137.767,896.532,244.495,181.922,449.349,-1276.81,-235.843,125.696,-810.633,772.905
anger,51.4016,870.938,-3786.98,2493.53,2599.41,-2507.4,-1809.41,818.599,29.696,2252.88,-1159.17,-56.5777,919.94,-1782.51,-541.715,-134.922,-1050.02,-111.479,-604.862,-1355.29,-332.679,1162.98,967.445,-515.551,698.3,1233.22,6.75968,1110.56,51.0527,1261.94
anger,4657.48,4156.85,-1892.08,-864.919,-1956.01,-409.637,-982.216,-412.855,926.787,693.667,866.894,-1307.96,-527.398,1129.68,635.61,-1854.6,-789.751,1071.96,-104.921,1208.87,1439.34,-496.055,676.961,-40.9585,-264.096,-153.756,591.25,541.896,506.133,-426.927
anger,4296.7,4779.85,-1352.65,-630.903,-1335.13,1279.83,-2375.17,-484.102,-588.841,694.376,1282.17,-1232.34,-725.955,2329.59,-765.427,-251.251,918.239,-244.724,200.971,360.424,67.8671,-692.442,962.845,632.624,-680.552,620.92,-274.156,-515.372,-95.4371,665.424
anger,4448.3,2340.16,1925.69,-4478.16,-168.231,-106.834,-1126.2,106.183,-954.203,-1522.1,731.856,199.041,-2758.94,909.425,154.322,-963.943,-1068.22,-279.426,152.479,1992.8,-452.073,696.495,-599.476,-134.309,534.724,-259.014,1045,855.286,150.414,-481.558
anger,4515.88,2483.91,33.4073,-2648.08,-1628.93,-469.161,-3593.22,470.971,-2446.99,-527.162,3480.63,1011.11,636.502,575.427,1684.66,1031.7,-149.615,636.065,2017.72,80.3376,468.728,-1500.42,450.479,-117.509,747.67,689.098,55.0133,-315.871,281.5,-605.639
anger,3999.59,2795.02,-653.318,-2462.48,-1123.74,-729.033,-1430.81,2030.16,-391.821,-1443.67,-40.5886,1301.48,1143.28,131.849,41.6974,-798.207,-801.086,227.993,-125.658,2629.06,118.893,727.098,-245.835,38.3401,113.308,390.059,10.4417,951.498,-175.195,330.698
anger,1419.76,1580.45,-1986.03,1255.95,1715.96,-2275.75,1636.14,1640.5,1674.72,1085.82,-1318.61,-857.305,52.9636,-1824.74,310.61,-719.239,-1294.8,-127.998,-574.07,-530.357,1213.78,241.704,747.911,471.759,-64.3786,-182.029,1043.39,145.878,162.077,-310.07
anger,4960.23,2322.31,-1597.94,-559.955,-868.121,740.224,195.298,1089.97,2059.04,648.22,-408.046,-1015.32,1479.46,1460.64,-1109,-2455.89,-841.264,479.185,-49.2632,-273.888,790.318,-271.371,363.724,740.567,-13.8017,248.646,-883.672,-1513.84,357.526,97.9793
anger,-213.541,1419.78,2357.34,-622.252,-216.323,-2995.61,2408.91,-294.2,1855.98,-2237.57,-236.842,488.323,-743.091,1038.71,2052.33,392.897,50.3214,-262.94,-521.188,-826.803,592.954,-1037.13,-908.351,-1673.37,-209.994,-1623.35,797.33,-725.067,278.448,1364.98
anger,1655.52,564.151,-1213.49,3350.2,3026.76,-743.03,237.369,640.35,55.9682,-1580.19,2836.84,-1315.16,484.138,786.171,1136.35,684.953,800.617,788.476,391.567,121.046,-341.682,-288.64,-66.8174,15.9924,241.442,-965.321,1574.54,-383.031,-1425.4,1276.41
anger,-2379.65,1210.03,2753.31,-7068.24,7185.14,2657.98,1667.59,463.507,2543.85,-369.488,-556.392,-3050.78,-944.709,1039.79,610.208,-1578.22,1142.46,177.726,-149.29,-905.026,1462.86,942.968,22.6697,235.282,785.1,-873.257,-390.683,295.594,-1222.32,2.68399
anger,2076.96,1150.21,7221.27,2758.48,-4540.84,-891.241,1010.33,-203.357,32.6961,691.511,-238.156,616.4,440.987,2314.94,2611.9,1.01851,-1324.24,976.794,-2284.51,-65.2583,933.244,-35.468,891.297,61.0169,468.511,336.036,586.141,646.892,-976.772,960.285
anger,434.895,3197.52,10417.6,2672.67,-3036.24,163.171,-1178.84,-427.518,554.674,502.426,915.115,974.967,78.7482,271.551,-2456.59,-412.244,-697.561,-114.049,112.982,-1234.58,-1098.45,1312.13,-897.587,591.894,126.184,1175.67,586.101,-247.34,-744.097,687.394
anger,-120.94,-2005,7038.88,4678.81,-1734.1,-1136,-339.543,4366.01,-163.501,-46.9648,986.706,995.178,-831.313,1094.8,2288.15,-548.963,1180.72,-1840.89,-1173.65,183.117,-990.837,-406.945,1343,-115.951,713.374,656.359,-1569.35,816.175,-555.833,-267.78
anger,3844.63,1646.94,9113.16,3509.65,-203.932,1563.99,-1390.13,-1493.34,1005.38,-981.249,2832.22,-1008.02,-39.768,304.591,401.768,-382.43,-3047.6,1542.69,756.797,-1214.4,-543.895,-551.933,-1494.43,-95.0624,-590.631,-194.522,503.721,-1050.94,953.981,-573.888
anger,3634.6,2874.22,10884.9,109.845,-3380.3,3133.36,-3757.98,2110.86,366.305,151.218,779.552,-1227.88,-1309.54,-1024.43,499.92,-500.75,-550.571,-158.698,-83.9926,375.422,-129.457,455.092,-1935.4,835.297,1405.91,-520.222,910.346,-774.893,130.094,-764.355
anger,3847.82,2113.29,-642.443,-1977.43,682.205,-519.58,178.606,887.442,235.719,-852.226,822.854,-813.33,315.85,1537.95,-904.176,-1087.45,849.115,47.631,-359.179,1456.65,-684.026,-612.884,258.678,-91.4229,-59.591,918.231,645.399,27.3157,-945.879,329.586
disgust,3729.59,-1252.23,6021.33,-50.5207,-401.054,1082.24,290.852,-1270.21,1529.01,-3172.83,1601.96,2833.59,-2199.06,-1651.88,-452.346,-380.733,-284.619,1259.37,1188.1,-403.6,1495.76,-1769.02,-31.1343,-1497.49,643.136,242.883,210.05,-111.91,-364.477,773.122
disgust,1803.84,-2598.43,5200.38,1198.32,-959.263,1765.47,-556.44,1293.8,3002.45,-3927.59,1063.57,246.137,-2664.88,-1820.37,379.671,-929.124,1687.6,446.441,2467.76,-344.791,1950.53,-1106.34,-151.261,265.139,-566.441,511.683,-2766.57,816.243,-2029.45,1512.24
disgust,1907,-5177.58,1398.87,-1862.48,-2425.73,-6314.1,-896.423,20.3958,-1405.55,966.348,1580.82,764.532,-437.777,73.5063,67.9995,433.478,-184.371,-684.624,876.226,-223.26,478.02,281.391,1429.93,813.217,-1514.34,-729.535,-404.83,-39.0171,-438.141,479.354
disgust,1906.8,-4684.11,2150.67,1120.27,-1845.45,-3115.25,-2480.42,2473.95,-1255.36,379.962,2401.18,1021.48,583.826,-90.3776,-737.574,-1896.3,535.845,-896.773,1142.44,2039.63,1993.51,-188.101,1845.87,197.664,-1584.44,531.523,1028.8,-611.707,-1005.2,-1817.52
disgust,5414.06,-1301.38,-1348.99,-1515.76,-5185.66,4093.76,1264.79,259.746,-2122.37,1578.14,-3546.78,-1237.23,-1301.26,-1463.22,-1412.26,-1424.91,184.438,-598.219,1859.13,2982.44,2299.21,-400.149,-659.476,-583.55,1262.9,-975.424,-790.005,-800.556,116.985,1371.9
disgust,3390.05,-471.967,1795.34,-671.061,-5801.97,2155.11,2114.85,5371.21,1815.84,210.964,1321.7,-880.87,-90.2193,-1887.7,-590.723,1088.99,120.505,2495.08,1259.71,-826.829,1870.92,1771.69,576.997,-1039.89,249.321,676.222,-1935.66,154.534,496.854,1202.57
disgust,5159.96,-1106.58,5208.99,3191.55,-4380.58,2860.9,-2321.24,454.033,744.408,-346.53,-1319.89,-548.312,-1203.36,-1700.93,1874.52,154.282,505.707,1167.93,938.65,-1221.73,-1331.18,1058.29,958.921,-803.581,1366.75,42.0726,370.047,907.052,-149.999,-72.3187
disgust,911.653,-2555.51,-5399.04,1842.06,242.689,317.199,232.613,-1790.03,67.9272,-1623.13,-2270.73,1308.48,-2117.95,-2660.75,-747.91,479.475,-2638.81,-1982.4,-762.511,-578.904,-999.801,-2043.19,-634.813,-50.4999,1826.58,446.154,-817.792,-554.274,-2293.9,-69.2001
disgust,3512.09,-1991.81,-1692.95,-4496.72,1688.02,-438.523,-1980.34,-4258.53,-54.1714,-185.742,173.04,-506.637,-1608.3,-271.115,-477.471,394.243,-1650.13,-599.065,-1210.38,646.107,1061.9,1887.51,436.931,-846.792,-394.502,-607.049,1046.4,1510.83,-2292.4,-712.147
disgust,225.698,-2800.66,-1130.11,335.672,1134.55,-2378.89,2142.16,2977.93,756.359,65.9275,2339.88,2343.44,-1195.95,-1630.27,-394.099,560.235,-407.854,786.652,221.591,-699.512,870.447,348.103,1816.33,1392.9,294.706,-233.686,-602.432,427.333,-237.729,-646.369
disgust,1966.69,-502.142,-2796.65,1186.79,-179.554,-2028.37,-17.6067,1213.61,2633.38,-2304.49,1389.64,481.025,-1041.27,333.374,1167.56,-557.017,-1729.52,871.094,1434.51,-111.582,1702.67,-127.916,-366.596,-1041.89,47.6964,-160.774,-258.067,-1213.01,173.519,-411.101
disgust,3185.91,-2267.87,-1615.17,1169.93,-970.729,17.9799,1182.83,3352.52,2592.54,1008.31,2115.6,-823.673,-1659.44,-550.281,102.477,186.451,1012.31,-1035.77,598.466,-1415.22,-1183.37,-1063.86,794.727,2191.16,-3.43923,204.684,-316.498,-691.776,-1068.77,-37.6333
disgust,2405.6,1649.24,-1679.67,3555.69,548.802,-362.046,-264.505,-955.531,-1233.78,411.887,412.148,1433.07,-1621.99,655.956,456.071,-1910.2,-518.191,1428.4,1063.53,-867.083,215.445,377.546,-288.657,146.377,1261.2,301.415,-689.012,484.173,-205.892,-76.5634
disgust,3846.27,2272.52,-2642.69,1424.24,-3406.75,-545.962,-2913.77,-2503.92,-713.65,1051.37,-335.754,-107.159,-256.158,608.463,178.05,-1165.46,305.144,-223.523,780.329,-12.2442,899.433,-153.421,192.517,200.573,193.516,835.954,-1055.32,2059.37,552.487,-67.5436
disgust,4555.85,1415.27,-2349.7,38.7976,-4461.83,-509.71,-1176.02,-1296.5,2541.15,1329.05,238.499,-1713.52,-829.854,-1621.04,1215.99,-342.187,-802.251,48.8587,674.338,109.487,-1005.57,766.357,476.91,-689.055,404.149,-656.683,-563.366,1259.42,343.986,-843.675
disgust,2142.67,543.265,-1314.1,2153.25,-1287.4,-1528.24,1614.21,-637.042,2719,657.509,1251.23,455.601,-1689.22,48.56,1184.7,786.698,-1790.28,1323.93,-816.078,-2066.42,-1055.3,1118.4,262.51,-584.688,1146.84,731.232,-1171.14,91.1489,173.174,-525.904
disgust,2168.75,-6005.58,2090.92,-6024.37,-233.237,-491.865,2055.62,751.721,1208.23,1456.38,-227.022,520.921,1281.24,-557.673,1983.98,-1062.53,1309.5,-59.8738,167.283,-1690.25,-1193.37,-920.745,567.235,-419.066,536.38,466.617,-111.643,-2761.87,932.413,1025.2
disgust,4075.08,-1049.04,-3708.4,295.651,-1691.98,805.664,-2563.24,-1261.25,812.394,-2372.21,-1960.86,111.077,-1508.26,-513.173,1513.89,1390.27,-602.412,-929.156,1382.05,-881.553,-568.575,351.326,-1984.89,1225.66,591.282,-1822.15,899.261,297.581,-1334.02,-981.915
disgust,2820.51,-3079.33,2880.08,-8365.05,179.399,-930.094,-784.959,2601.42,-665.933,3533.89,-4011.34,520.161,-1017.93,1424.73,2562.63,241.57,-2471.52,1023.74,1894.23,-565.366,-111.751,1328.44,-1307.05,122.935,-61.7346,1252.12,-1190.83,87.6592,-781.535,-582.053
